Name,Address,Tel,lat,lon,tag,Name_en,Address_en,Tag_en,Name_id,Address_id,Tag_id
漢來蔬食 忠孝店,臺北市大安區忠孝東路四段45 號11 樓,-2975,25.04187,121.544633,素食,漢來蔬食 忠孝店 (Vegetarian),Taipei City Da’an District 忠孝東路四段45 號11 樓,Vegetarian,漢來蔬食 忠孝店 (Vegetarian),Kota Taipei Distrik Daan 忠孝東路四段45 號11 樓,Vegetarian
Vegeter 維珍特 台北松創店,臺北市信義區忠孝東路四段553巷22弄2-1 號,886-2-3762-2312 ,25.043171,121.563055,素食,Vegeter 維珍特 台北松創店,Taipei City Xinyi District 忠孝東路四段553巷22弄2-1 號,Vegetarian,Vegeter 維珍特 台北松創店,Kota Taipei Distrik Xinyi 忠孝東路四段553巷22弄2-1 號,Vegetarian
有哆創意蔬食洋食館,臺北市松山區南京東路5 段33 號,-6500,25.051718,121.558391,素食,有哆創意蔬食洋食館 (Vegetarian),Taipei City Songshan District 南京東路5 段33 號,Vegetarian,有哆創意蔬食洋食館 (Vegetarian),Kota Taipei Distrik Songshan 南京東路5 段33 號,Vegetarian
卡帛咖啡素食烘焙坊義式廚房總店,臺北市大安區復興南路2 段308 巷5 號1 樓,-8668,25.023706,121.542942,素食,卡帛咖啡素食烘焙坊義式廚房總店 (Vegetarian Cafe Kitchen),Taipei City Da’an District 復興南路2 段308 巷5 號1 樓,Vegetarian,卡帛咖啡素食烘焙坊義式廚房總店 (Vegetarian Kafe Dapur),Kota Taipei Distrik Daan 復興南路2 段308 巷5 號1 樓,Vegetarian
食在地 台灣素連鎖餐廳,10491台灣台北市中山區錦州街183號,,25.0603954,121.5309874,素食,食在地 台灣素連鎖餐廳 (Restaurant),10491台灣台北市中山區 錦州街183號,Vegetarian,食在地 台灣素連鎖餐廳 (Restoran),10491台灣台北市中山區 錦州街183號,Vegetarian
觀世音素菜餐廳,臺北市中山區民權東路2 段29 號,-5200,25.062759,121.529292,素食,觀世音素菜餐廳 (Restaurant),Taipei City Zhongshan District 民權東路2 段29 號,Vegetarian,觀世音素菜餐廳 (Restoran),Kota Taipei Distrik Zhongshan 民權東路2 段29 號,Vegetarian
御蓮齋REGAL LOTUS,臺北市松山區南京東路5 段188 號B1,886-2-2761-1259 ,25.051115,121.563609,素食,御蓮齋REGAL LOTUS,Taipei City Songshan District 南京東路5 段188 號B1,Vegetarian,御蓮齋REGAL LOTUS,Kota Taipei Distrik Songshan 南京東路5 段188 號B1,Vegetarian
鈺善閣 台北店,臺北市中正區北平東路14號,-6665,25.046044,121.524461,素食,鈺善閣 台北店,Taipei City Zhongzheng District 北平東路14號,Vegetarian,鈺善閣 台北店,Kota Taipei Distrik Zhongzheng 北平東路14號,Vegetarian
全國健康素食餐飲連鎖,新北市板橋區松柏街3 號,-16660,25.029537,121.473896,素食,全國健康素食餐飲連鎖 (Vegetarian),New Taipei City Banqiao District 松柏街3 號,Vegetarian,全國健康素食餐飲連鎖 (Vegetarian),Kota New Taipei Distrik Banqiao 松柏街3 號,Vegetarian
原粹蔬食作,新北市新店區北新路三段206巷1弄7 號,-15215,24.9846762,121.5415581,素食,原粹蔬食作 (Vegetarian),New Taipei City Xindian District 北新路三段206巷1弄7 號,Vegetarian,原粹蔬食作 (Vegetarian),Kota New Taipei Distrik Xindian 北新路三段206巷1弄7 號,Vegetarian
慈光緣素食,新北市板橋區四維路151 號,-4000,25.025568,121.464764,素食,慈光緣素食 (Vegetarian),New Taipei City Banqiao District 四維路151 號,Vegetarian,慈光緣素食 (Vegetarian),Kota New Taipei Distrik Banqiao 四維路151 號,Vegetarian
慶丸子素食店,新北市淡水區中正路156 號,-3678,25.169795,121.440852,素食,慶丸子素食店 (Vegetarian),New Taipei City Tamsui District 中正路156 號,Vegetarian,慶丸子素食店 (Vegetarian),Kota New Taipei Distrik Tamsui 中正路156 號,Vegetarian
家禾素食坊,新北市淡水區中正路254 號,-7472,25.171267,121.438691,素食,家禾素食坊 (Vegetarian),New Taipei City Tamsui District 中正路254 號,Vegetarian,家禾素食坊 (Vegetarian),Kota New Taipei Distrik Tamsui 中正路254 號,Vegetarian
瞇瞇眼美式蔬食餐廳,新北市中和區新興街15 巷8 號, +886-2-3233-9911 ,25.002681,121.512257,素食,瞇瞇眼美式蔬食餐廳 (Vegetarian Restaurant),New Taipei City Zhonghe District 新興街15 巷8 號,Vegetarian,瞇瞇眼美式蔬食餐廳 (Vegetarian Restoran),Kota New Taipei Distrik Zhonghe 新興街15 巷8 號,Vegetarian
法諾米珈琲蔬食廚房,新北市新莊區建安街9 巷11 號, +886-2-2205-4441 ,25.047835,121.457784,素食,法諾米珈琲蔬食廚房 (Vegetarian Kitchen),New Taipei City Xinzhuang District 建安街9 巷11 號,Vegetarian,法諾米珈琲蔬食廚房 (Vegetarian Dapur),Kota New Taipei Distrik Xinzhuang 建安街9 巷11 號,Vegetarian
山外山創意料理蔬食餐廳,桃園市龍潭區民族路769 巷16 號,-4649,24.842275,121.231205,素食,山外山創意料理蔬食餐廳 (Vegetarian Restaurant),Taoyuan City Longtan District 民族路769 巷16 號,Vegetarian,山外山創意料理蔬食餐廳 (Vegetarian Restoran),Kota Taoyuan Distrik Longtan 民族路769 巷16 號,Vegetarian
梳子．Salud ,桃園市桃園區新埔六街89 號,-1003,25.014488,121.30234,素食,梳子．Salud,Taoyuan City Taoyuan District 新埔六街89 號,Vegetarian,梳子．Salud,Kota Taoyuan Distrik Taoyuan 新埔六街89 號,Vegetarian
熱浪島南洋蔬食茶堂 中壢店,桃園市中壢區中央路216 巷86 弄58-1 號,-9602,24.963762,121.191802,素食,熱浪島南洋蔬食茶堂 中壢店 (Vegetarian Tea),Taoyuan City Zhongli District 中央路216 巷86 弄58-1 號,Vegetarian,熱浪島南洋蔬食茶堂 中壢店 (Vegetarian Teh),Kota Taoyuan Distrik Zhongli 中央路216 巷86 弄58-1 號,Vegetarian
雅善圓蔬食館,桃園市桃園區鎮撫路46 號,-491,24.9980266,121.314659,素食,雅善圓蔬食館 (Vegetarian),Taoyuan City Taoyuan District 鎮撫路46 號,Vegetarian,雅善圓蔬食館 (Vegetarian),Kota Taoyuan Distrik Taoyuan 鎮撫路46 號,Vegetarian
舞蔬弄果,新竹縣竹北市嘉豐南路一段78 號,-5772,24.810536,121.033735,素食,舞蔬弄果,Hsinchu County Zhubei City 嘉豐南路一段78 號,Vegetarian,舞蔬弄果,Kabupaten Hsinchu Kota Zhubei 嘉豐南路一段78 號,Vegetarian
井町日式蔬食料理 ,新竹市北區大同路135 號,886-3-525-3158,24.8065346,120.9671885,素食,井町日式蔬食料理 (Vegetarian),Hsinchu City North District 大同路135 號,Vegetarian,井町日式蔬食料理 (Vegetarian),Kota Hsinchu Distrik Utara 大同路135 號,Vegetarian
荷風素食屋,新竹市東區北大路29 之1 號,-5797,24.812738,120.973291,素食,荷風素食屋 (Vegetarian),Hsinchu City East District 北大路29 之1 號,Vegetarian,荷風素食屋 (Vegetarian),Kota Hsinchu Distrik Timur 北大路29 之1 號,Vegetarian
享家時刻 Home Essence 咖啡廳,宜蘭縣五結鄉五濱路二段201 號,-696,24.685587,121.824053,素食,享家時刻 Home Essence 咖啡廳 (Cafe),Yilan County Wujie Township 五濱路二段201 號,Vegetarian,享家時刻 Home Essence 咖啡廳 (Kafe),Kabupaten Yilan Kecamatan Wujie 五濱路二段201 號,Vegetarian
鹿野苑蔬食料理廚房,宜蘭縣宜蘭市女中路三段111 號,-2383,24.744848,121.745056,素食,鹿野苑蔬食料理廚房 (Vegetarian Kitchen),Yilan County Yilan City 女中路三段111 號,Vegetarian,鹿野苑蔬食料理廚房 (Vegetarian Dapur),Kabupaten Yilan Kota Yilan 女中路三段111 號,Vegetarian
香聚蔬食咖啡館,宜蘭縣宜蘭市宜中路67 號,-1400,24.746753,121.742566,素食,香聚蔬食咖啡館 (Vegetarian Cafe),Yilan County Yilan City 宜中路67 號,Vegetarian,香聚蔬食咖啡館 (Vegetarian Kafe),Kabupaten Yilan Kota Yilan 宜中路67 號,Vegetarian
人間擺渡素食簡餐,宜蘭縣羅東鎮建國街12 號, +886-3-961-5436,24.676445,121.758689,素食,人間擺渡素食簡餐 (Vegetarian),Yilan County Luodong Township 建國街12 號,Vegetarian,人間擺渡素食簡餐 (Vegetarian),Kabupaten Yilan Kecamatan Luodong 建國街12 號,Vegetarian
Happy Soda 快樂蘇打,苗栗縣苗栗市饒平街24 號,-1752,24.561018,120.817709,素食,Happy Soda 快樂蘇打,Miaoli County Miaoli City 饒平街24 號,Vegetarian,Happy Soda 快樂蘇打,Kabupaten Miaoli Kota Miaoli 饒平街24 號,Vegetarian
Mia 彌而蔬食人文館 ,苗栗縣苗栗市新東街197 號,-6417,24.550832,120.822438,素食,Mia 彌而蔬食人文館 (Vegetarian),Miaoli County Miaoli City 新東街197 號,Vegetarian,Mia 彌而蔬食人文館 (Vegetarian),Kabupaten Miaoli Kota Miaoli 新東街197 號,Vegetarian
寬心園連鎖餐廳,408台灣台中市南屯區大業路287號,,24.1535051,120.6481613,素食,寬心園連鎖餐廳 (Restaurant),408台灣台中市南屯區 大業路287號,Vegetarian,寬心園連鎖餐廳 (Restoran),408台灣台中市南屯區 大業路287號,Vegetarian
井町日式蔬食料理 台中店,臺中市北區青島路3 段176 號,-7470,24.168295,120.68336,素食,井町日式蔬食料理 台中店 (Vegetarian),Taichung City North District 青島路3 段176 號,Vegetarian,井町日式蔬食料理 台中店 (Vegetarian),Kota Taichung Distrik Utara 青島路3 段176 號,Vegetarian
White Kitchen 懷特廚房,臺中市北區大德街84 巷1 號 ,-2095,24.158874,120.678867,素食,White Kitchen 懷特廚房 (Kitchen),Taichung City North District 大德街84 巷1 號,Vegetarian,White Kitchen 懷特廚房 (Dapur),Kota Taichung Distrik Utara 大德街84 巷1 號,Vegetarian
得來素,臺中市潭子區勝利路161 號,-8510,24.210576,120.700767,素食,得來素,Taichung City Tanzi District 勝利路161 號,Vegetarian,得來素,Kota Taichung Distrik Tanzi 勝利路161 號,Vegetarian
VegesM 饗蔬職人,臺中市西區美村路一段83 巷10號, +886-4-2326-0203 ,24.152909,120.662173,素食,VegesM 饗蔬職人,Taichung City West District 美村路一段83 巷10號,Vegetarian,VegesM 饗蔬職人,Kota Taichung Distrik Barat 美村路一段83 巷10號,Vegetarian
Vima House 維摩舍,臺中市大里區永隆路153 號,-11485,24.107121,120.676619,素食,Vima House 維摩舍,Taichung City Dali District 永隆路153 號,Vegetarian,Vima House 維摩舍,Kota Taichung Distrik Dali 永隆路153 號,Vegetarian
小王子的花園,臺中市西屯區中平路178 號,-7901,24.176154,120.662832,素食,小王子的花園,Taichung City Xitun District 中平路178 號,Vegetarian,小王子的花園,Kota Taichung Distrik Xitun 中平路178 號,Vegetarian
漱石．蔬食,彰化縣員林市北和街3 號,-3041,23.961111,120.568448,素食,漱石．蔬食 (Vegetarian),Changhua County Yuanlin City 北和街3 號,Vegetarian,漱石．蔬食 (Vegetarian),Kabupaten Changhua Kota Yuanlin 北和街3 號,Vegetarian
陶米人文蔬食,彰化市南郭路一段176 巷32 號,-7651,24.074053,120.547098,素食,陶米人文蔬食 (Vegetarian),Changhua City 南郭路一段176 巷32 號,Vegetarian,陶米人文蔬食 (Vegetarian),Kota Changhua 南郭路一段176 巷32 號,Vegetarian
掬翠拾煙蔬食創作料理,彰化縣鹿港鎮金盛巷10 號,-9008,24.052381,120.434985,素食,掬翠拾煙蔬食創作料理 (Vegetarian),Changhua County Lukang Township 金盛巷10 號,Vegetarian,掬翠拾煙蔬食創作料理 (Vegetarian),Kabupaten Changhua Kecamatan Lukang 金盛巷10 號,Vegetarian
101 Cafe 歐風蔬食烘焙,南投縣南投市營中路239 號,-2481,23.941783,120.684811,素食,101 Cafe 歐風蔬食烘焙 (Vegetarian),Nantou County Nantou City 營中路239 號,Vegetarian,101 Cafe 歐風蔬食烘焙 (Vegetarian),Kabupaten Nantou Kota Nantou 營中路239 號,Vegetarian
荷緣素食,南投縣南投市省府路89 號,-8812,23.955022,120.683918,素食,荷緣素食 (Vegetarian),Nantou County Nantou City 省府路89 號,Vegetarian,荷緣素食 (Vegetarian),Kabupaten Nantou Kota Nantou 省府路89 號,Vegetarian
明雅小棧 素食,南投縣魚池鄉魚池街557 巷1 號,-15336,23.900101,120.932315,素食,明雅小棧 素食 (Vegetarian),Nantou County Yuchi Township 魚池街557 巷1 號,Vegetarian,明雅小棧 素食 (Vegetarian),Kabupaten Nantou Kecamatan Yuchi 魚池街557 巷1 號,Vegetarian
望溪樓,南投縣草屯鎮南埔里中正路233-80號,-9378,23.982218,120.732865,素食,望溪樓,Nantou County Caotun Township 南埔里中正路233-80號,Vegetarian,望溪樓,Kabupaten Nantou Kecamatan Caotun 南埔里中正路233-80號,Vegetarian
奇香妙草蔬食館,雲林縣斗六市慶生路10 號,345,23.713303,120.53965,素食,奇香妙草蔬食館 (Vegetarian),Yunlin County Douliu City 慶生路10 號,Vegetarian,奇香妙草蔬食館 (Vegetarian),Kabupaten Yunlin Kota Douliu 慶生路10 號,Vegetarian
聖荷上品咖啡坊,雲林縣古坑鄉桂林村桃源8 之6號,-1068,23.601164,120.595386,素食,聖荷上品咖啡坊 (Cafe),Yunlin County Gukeng Township 桂林村桃源8 之6號,Vegetarian,聖荷上品咖啡坊 (Kafe),Kabupaten Yunlin Kecamatan Gukeng 桂林村桃源8 之6號,Vegetarian
巴甜養生蔬食咖啡簡餐,嘉義市東區大雅路一段858 巷39 號,-1456,23.482166,120.484706,素食,巴甜養生蔬食咖啡簡餐 (Vegetarian Cafe),Chiayi City East District 大雅路一段858 巷39 號,Vegetarian,巴甜養生蔬食咖啡簡餐 (Vegetarian Kafe),Kota Chiayi Distrik Timur 大雅路一段858 巷39 號,Vegetarian
養聖齋素食,臺南市中西區民權路二段19 號, +886-6-223-9958,22.993817,120.206183,素食,養聖齋素食 (Vegetarian),Tainan City West Central District 民權路二段19 號,Vegetarian,養聖齋素食 (Vegetarian),Kota Tainan Distrik West Central 民權路二段19 號,Vegetarian
古密蔬食,臺南市安平區國平路552 巷57 號, +886-6-295-1700 ,22.996609,120.173037,素食,古密蔬食 (Vegetarian),Tainan City Anping District 國平路552 巷57 號,Vegetarian,古密蔬食 (Vegetarian),Kota Tainan Distrik Anping 國平路552 巷57 號,Vegetarian
天心岩蔬食,臺南市南區中華西路一段312 號,-2573,22.98384,120.186471,素食,天心岩蔬食 (Vegetarian),Tainan City South District 中華西路一段312 號,Vegetarian,天心岩蔬食 (Vegetarian),Kota Tainan Distrik Selatan 中華西路一段312 號,Vegetarian
食蔬茶齋 ? 蔬果料理,臺南市安平區郡平路335號2樓, +886-6-299-0509 ,22.989468,120.162831,素食,食蔬茶齋 ? 蔬果料理 (Tea),Tainan City Anping District 郡平路335號2樓,Vegetarian,食蔬茶齋 ? 蔬果料理 (Teh),Kota Tainan Distrik Anping 郡平路335號2樓,Vegetarian
緣園素食,臺南市北區公園路1092巷39號,-2342,23.0191768,120.2177694,素食,緣園素食 (Vegetarian),Tainan City North District 公園路1092巷39號,Vegetarian,緣園素食 (Vegetarian),Kota Tainan Distrik Utara 公園路1092巷39號,Vegetarian
羽儂素食餐廳,臺南市佳里區佳東路457 號,-3376,23.164526,120.182153,素食,羽儂素食餐廳 (Vegetarian Restaurant),Tainan City Jiali District 佳東路457 號,Vegetarian,羽儂素食餐廳 (Vegetarian Restoran),Kota Tainan Distrik Jiali 佳東路457 號,Vegetarian
好野菜 Richvege ,高雄市苓雅區廣州一街127 之4 號,-9472,22.623241,120.317324,素食,好野菜 Richvege,Kaohsiung City Lingya District 廣州一街127 之4 號,Vegetarian,好野菜 Richvege,Kota Kaohsiung Distrik Lingya 廣州一街127 之4 號,Vegetarian
上海素食餐廳連鎖,900台灣屏東縣屏東市中山路148巷1號,,22.6830303,120.4846372,素食,上海素食餐廳連鎖 (Vegetarian Restaurant),900台灣屏東縣屏東市 中山路148巷1號,Vegetarian,上海素食餐廳連鎖 (Vegetarian Restoran),900台灣屏東縣屏東市 中山路148巷1號,Vegetarian
慈香庭蔬食餐飲,高雄市三民區九如一路613 號,-7802,22.63929,120.324724,素食,慈香庭蔬食餐飲 (Vegetarian),Kaohsiung City Sanmin District 九如一路613 號,Vegetarian,慈香庭蔬食餐飲 (Vegetarian),Kota Kaohsiung Distrik Sanmin 九如一路613 號,Vegetarian
人道素菜,高雄市三民區九如一路426 號,-741,22.638895,120.330652,素食,人道素菜,Kaohsiung City Sanmin District 九如一路426 號,Vegetarian,人道素菜,Kota Kaohsiung Distrik Sanmin 九如一路426 號,Vegetarian
蔬醒健康蔬食,高雄市左營區自由三路507 號,-2747,22.67748,120.313009,素食,蔬醒健康蔬食 (Vegetarian),Kaohsiung City Zuoying District 自由三路507 號,Vegetarian,蔬醒健康蔬食 (Vegetarian),Kota Kaohsiung Distrik Zuoying 自由三路507 號,Vegetarian
打舖宿食1號店,屏東縣萬丹鄉中興路二段657號, +886-8-776-0210 ,22.584029,120.488274,素食,打舖宿食1號店,Pingtung County Wandan Township 中興路二段657號,Vegetarian,打舖宿食1號店,Kabupaten Pingtung Kecamatan Wandan 中興路二段657號,Vegetarian
六度素食餐廳,屏東縣屏東市勝利東路81 號,-8371,22.677516,120.49659,素食,六度素食餐廳 (Vegetarian Restaurant),Pingtung County Pingtung City 勝利東路81 號,Vegetarian,六度素食餐廳 (Vegetarian Restoran),Kabupaten Pingtung Kota Pingtung 勝利東路81 號,Vegetarian
大寶地素食,屏東縣屏東市中正路702-8 號, +886-8-738-5118 ,22.689606,120.499406,素食,大寶地素食 (Vegetarian),Pingtung County Pingtung City 中正路702-8 號,Vegetarian,大寶地素食 (Vegetarian),Kabupaten Pingtung Kota Pingtung 中正路702-8 號,Vegetarian
安巒山莊休閒農場,屏東縣萬巒鄉永康路134 之1 號, +886-8-781-1345 ,22.566568,120.562352,素食,安巒山莊休閒農場,Pingtung County Wanluan Township 永康路134 之1 號,Vegetarian,安巒山莊休閒農場,Kabupaten Pingtung Kecamatan Wanluan 永康路134 之1 號,Vegetarian
美滿蔬房,花蓮縣花蓮市明仁二街177 巷8 號, +886-912-519-759,23.989151,121.574996,素食,美滿蔬房,Hualien County Hualien City 明仁二街177 巷8 號,Vegetarian,美滿蔬房,Kabupaten Hualien Kota Hualien 明仁二街177 巷8 號,Vegetarian
常春藤素食,花蓮縣花蓮市富安路22 號, +886-3-856-9069 ,23.992659,121.59838,素食,常春藤素食 (Vegetarian),Hualien County Hualien City 富安路22 號,Vegetarian,常春藤素食 (Vegetarian),Kabupaten Hualien Kota Hualien 富安路22 號,Vegetarian
綠色大地,花蓮縣花蓮市建國路142 號, +886-3-835-0028,23.983748,121.60214,素食,綠色大地,Hualien County Hualien City 建國路142 號,Vegetarian,綠色大地,Kabupaten Hualien Kota Hualien 建國路142 號,Vegetarian
台東十方素食餐廳,臺東縣台東市光明路108 號 ,-1542,22.755823,121.15249,素食,台東十方素食餐廳 (Vegetarian Restaurant),Taitung County Taitung City 光明路108 號,Vegetarian,台東十方素食餐廳 (Vegetarian Restoran),Kabupaten Taitung Kota Taitung 光明路108 號,Vegetarian
歐拉蔬食館,臺東縣台東市漢中街245 號, +886-8-934-5869 ,22.760391,121.135751,素食,歐拉蔬食館 (Vegetarian),Taitung County Taitung City 漢中街245 號,Vegetarian,歐拉蔬食館 (Vegetarian),Kabupaten Taitung Kota Taitung 漢中街245 號,Vegetarian
舒食男孩,臺東縣池上鄉福文村中華路69號, +886-8-986-3073,23.1259239,121.2170325,素食,舒食男孩,Taitung County Chishang Township 福文村中華路69號,Vegetarian,舒食男孩,Kabupaten Taitung Kecamatan Chishang 福文村中華路69號,Vegetarian
津旺素食,澎湖馬公市三民路46 號,-2837,23.567383,119.568132,素食,津旺素食 (Vegetarian),澎湖馬公市 三民路46 號,Vegetarian,津旺素食 (Vegetarian),澎湖馬公市 三民路46 號,Vegetarian
祥富素食館,金門縣金城鎮環島北路23 號,217,24.440295,118.321559,素食,祥富素食館 (Vegetarian),Kinmen County Jincheng Township 環島北路23 號,Vegetarian,祥富素食館 (Vegetarian),Kabupaten Kinmen Kecamatan Jincheng 環島北路23 號,Vegetarian
臨海芋蔬坊,金門縣金城鎮民權路30 巷3 弄1 號, +886-82-373-587、+886-937-392-902,24.432864,118.313333,素食,臨海芋蔬坊,Kinmen County Jincheng Township 民權路30 巷3 弄1 號,Vegetarian,臨海芋蔬坊,Kabupaten Kinmen Kecamatan Jincheng 民權路30 巷3 弄1 號,Vegetarian
楊師姊素食館,連江縣南竿鄉復興村159 號, +886-836-23252 、 +886-953-360615,26.164559,119.958154,素食     ,楊師姊素食館 (Vegetarian),Lienchiang County Nangan Township 復興村159 號,Vegetarian,楊師姊素食館 (Vegetarian),Kabupaten Lienchiang Kecamatan Nangan 復興村159 號,Vegetarian
